     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
       534,        52,         0, 17973.5,bposd,cc67e7ff09b5c2a16c3e06561e76f3b981b8e30cc498c9d89274a44678ad86e1,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.004,""weight"":6}",
      3325,        50,         0, 23376.2,bposd,126d5c18085f7d6608392eade240af0a04442d437843b07a6c60f078be181d7e,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.003,""weight"":6}",
        88,        55,         0,  7455.1,bposd,dccd84f9895ab0989a375061d924784e5b7b2b7d3c75195fa94fd3e3529a8db2,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.006,""weight"":6}",
        55,        54,         0,  5347.9,bposd,1dbd6d4c62002a0f12b3421e1869d9d237e6899ee4af58fb45e016fb7355a7b5,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.009,""weight"":6}",
        59,        57,         0,  7061.3,bposd,0050fe980dd24ff5f568a7693b8d55c245531785a8a9a97790d453f9051b6f76,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.008,""weight"":6}",
       177,        54,         0, 10061.9,bposd,1c2d7010b97876a30dcf17cb1bf8741ccff1ee4ef20820ee47011a99979a7deb,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.005,""weight"":6}",
        59,        52,         0,  5409.8,bposd,ebe04ddf74b0dff9760f453d2e3920f04a9ed1082ab2697340d741122292a132,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.007,""weight"":6}",
        54,        54,         0,  6240.2,bposd,a0d968b24c338514ffa4d2351171cf76f380210799a269165a4f1049c117c0c3,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.01,""weight"":6}",
   5511781,        50,         0,3150476.7,bposd,020711a46d78c32d67fea039a38e91e06b09d5a87db32fbc988af526348d5927,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.001,""weight"":6}",
     63976,        51,         0,315616.0,bposd,913f84785e1dc9a9fde8918bb25478155ef11d13bfe49f1bcf81773ab2d91efe,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.002,""weight"":6}",
    550755,        50,         0,1645372.6,bposd,2a41562e705dde9bc008bede700fb3ab7b48bdfb8051a6f09ab0312691d8051e,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0015,""weight"":6}",
     12632,        52,         0, 35587.8,bposd,3114b43a0e4333c582ca9b5c9f57dbcbbb5ef8b4ff95a52adb03d560c952d8ca,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0025,""weight"":6}",
      1224,        59,         0, 14090.7,bposd,d397133112170b7119e4c9e4edfdb5709a909a103e088f8c85bd4e9c86446d2f,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0035,""weight"":6}",
       345,        56,         0,  8915.8,bposd,8b55b93ecbfed341639c9fb9325d7d92a8dc24fa0527570f043ef4466472c27d,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0045,""weight"":6}",
   8210144,        26,         0,5331565.3,bposd,c98d0351c18f9e96eb709ae12340553e6353cf5ec1e5a84a192bdb8751baf123,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0008,""weight"":6}",
  11440971,        37,         0,11038281.8,beam32_340iters,d3756504f96b32d00a4c54b501084e8b3ac790b84542d44535c8b453a6301838,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.001,""weight"":6}",
    335149,        50,         0,811251.8,beam32_340iters,7cd0ca9e62555ddc371fd42f432f30ff7ca6491d26270bd5118f914f09232a5f,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.002,""weight"":6}",
     17219,        53,         0, 89282.5,beam32_340iters,6bff28d1b10e27d6f9dbd0f3af0892bde41c312b4c5d8e8e11a44d1c822538d5,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.003,""weight"":6}",
      1079,        56,         0, 17805.2,beam32_340iters,33720ce853da811e3190cf2f546594c82153a669759a8914383842a329e436eb,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.004,""weight"":6}",
       274,        60,         0,  7957.9,beam32_340iters,0fc94b14a62884257b29caf169110caef01218d651080fce3a8cb2cc39fa19a4,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.005,""weight"":6}",
   2145625,        50,         0,3628310.8,beam32_340iters,261c37ea624b284a9b15d05caa07ead054f28a4f6fc4467dedaba64b1bbd00cf,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0015,""weight"":6}",
     91180,        50,         0,254452.4,beam32_340iters,dbd45c73c5c1b9ea7112c178b9242da37444b5806967106f94e50dc053768e69,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0025,""weight"":6}",
      4050,        52,         0, 33514.2,beam32_340iters,2ce07e70f9cda9368bf38a502754de806b2e0893d33d6467e7dd053efa16ec66,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0035,""weight"":6}",
       444,        50,         0,  8388.0,beam32_340iters,859f7e68cf105b3d26f652330937482ba0fd9593f005a6f798e4c7a131527363,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0045,""weight"":6}",
   5398649,        26,         0,2987106.4,relay-bp_5,78be90f4678d692bed6fda5cf471f066b5cbba7e7a40a78b7eb26f9c46c42737,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.0015,""weight"":6}",
  17345692,         6,         0,6716651.3,relay-bp_5,0b741070509cde5a13ae876bc6728752f333728f02003368fbe44056189a9a42,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.001,""weight"":6}",
    189312,        50,         0,278143.4,relay-bp_5,9fdb8b3b7120c234b7d8a82b1f34f42b956c5fd568971d59b229fcdda8c5069e,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.003,""weight"":6}",
   1996907,        50,         0,1501280.4,relay-bp_5,c0abacc5708096094ad51c9f1e9196288f24e6c91d8df3890d3af4b721a1544d,"{""Code Name"":""[96,8,10]_(384,512,27)"",""NumberofCycle"":10,""basis"":""Z"",""p"":0.002,""weight"":6}",
