     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
    777341,        56,         0, 11126.7,bposd,3208515092f817d556351693e25e45ebab8190176d3a9d70d20923e155be7d37,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0005,""weight"":6}",
  51818288,        50,         0,113156.3,bposd,55fb9f52b829d1eaf11a07374dddd4eadfe85e235240c3e18122682c3062166e,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0001,""weight"":6}",
       695,        75,         0,   840.8,bposd,7336995c1a376693e068811d028e3831eb59a17dc174fc3974c1e726fffb2379,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0035,""weight"":6}",
       379,        97,         0,   940.4,bposd,57bd27aeecf7fd5a44de03cea9d0a94c5ee3aa649adbc45e75e40ba6e9d5e751,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0045,""weight"":6}",
      2155,        65,         0,  1213.0,bposd,9e2268e19e72ec9fc03f5c52ed1ce8ded096fc9e15ad322706b9f0f6aeab3b5a,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0025,""weight"":6}",
     18463,        64,         0,  2508.5,bposd,570dc71e582f71fa802c7770b6c8c6433c4783e56a7f873697939e7393cabcf7,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0015,""weight"":6}",
     93579,        59,         0,  5349.2,beam32_340iters,a4c939a6c0a52b4197c07c74cb730435f93c0c48fe99daac22ce6f42620804d5,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.001,""weight"":6}",
     14419,        67,         0,  1109.8,beam32_340iters,b98705da58445a007dc4df9dee23b486e762eb6ac6d9eb5023bbf318e5ca851c,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.002,""weight"":6}",
      2923,        56,         0,   544.5,beam32_340iters,dcfc105e599fdf289d420a874763361f6c1ef6e2de1eda0e4622137f3f25461b,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.003,""weight"":6}",
       882,        56,         0,   479.8,beam32_340iters,13c37f17d597aef8b39253fe4bd27ed74248a29921c1d74a2f42ff98aab18d1c,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.004,""weight"":6}",
       116,        62,         0,   510.5,beam32_340iters,fc2d53590c7a66bab3ca51731206b43f5eeefbbf622ed4bcae4cf64447392ac1,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.007,""weight"":6}",
       387,        58,         0,   472.9,beam32_340iters,04213f0bfbd9dfd66582fdd09dd23fdd2f4d2186246f5e376ede157379d007a5,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.005,""weight"":6}",
       188,        58,         0,   461.3,beam32_340iters,a64bbe7724513b5c828614f69605e3be8a6fd84e60e68877ea7ed7e1a5f63727,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.006,""weight"":6}",
       100,        61,         0,   552.7,beam32_340iters,9a4b9d1687018af2bb58a01cc22b7ffc4c7b5e02464157d26df1d5f2f9030a0e,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.008,""weight"":6}",
  30171250,        50,         0,437961.8,beam32_340iters,6bffd77a45661d6edc10f280945c5e8f732b05129d926a7a5ea23c1f507057e4,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0001,""weight"":6}",
    800564,        52,         0, 37389.0,beam32_340iters,df79680efc8d1cae046249b2ebec8a83cb8cfaafb61d091ef2f92ff0dad2a1cc,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0005,""weight"":6}",
      5336,        64,         0,   666.0,beam32_340iters,58b871c3f428d92f7b9019ffda59ff4dfa86c4b809e2087dd24f8066ec80134a,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0025,""weight"":6}",
     33501,        61,         0,  2177.0,beam32_340iters,ebe274d51659ae15a3f5367da4acf026a32e1b1acd24767227494a16525e59ba,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0015,""weight"":6}",
      1415,        66,         0,   504.4,beam32_340iters,9cbc9d94b16ac324055ad5ddaca1053b92c9f4b19f96a19db02c4bb84a416e37,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0035,""weight"":6}",
      7691,        55,         0,   837.3,relay-bp_5,ead10136c5246c570bdf5a37bb06cea3cb0440bc30c92bba645a7250181d0750,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0025,""weight"":6}",
      3354,        54,         0,   449.4,relay-bp_5,9cfa5a389d8110b35ddf1a9959159380fd9b085e1fc5b151050870b2aee3f840,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.003,""weight"":6}",
     38022,        61,         0,  2145.5,relay-bp_5,42764d6c7d8e895d3fa4545ac2e1f976c24772ec5d704da3025e6397b42c7cce,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0015,""weight"":6}",
    184479,        57,         0,  7311.6,relay-bp_5,7a214e35550ef22ce9fdcdba5b9e9941063e127158549e70af40a0f9c0de06e1,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.001,""weight"":6}",
      2180,        55,         0,   457.6,relay-bp_5,e30b70f89ccd4facc68c66e6336994d4994d4a133a022d78b61383a1391d42fd,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0035,""weight"":6}",
      1196,        54,         0,   401.1,relay-bp_5,d318a5e3a0b44085897874b14ecc26641975d5a97f82a04f9e02ee30901b9fc7,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.004,""weight"":6}",
       266,        60,         0,   394.0,relay-bp_5,31c21e1add4bff62bd0b449769498151ae0da945d6a29382070222ec817fa8a2,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.006,""weight"":6}",
     13160,        56,         0,  1052.9,relay-bp_5,0b633a6a54b66bc5fbd23d2c058918e9698822a7e381ee911a1ed8f1e75e2a43,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.002,""weight"":6}",
       597,        56,         0,   303.4,relay-bp_5,53b4e36e91463d002e6f1249af2dc0804a2a49e0abbef8e4befba907886df50f,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0045,""weight"":6}",
       477,        63,         0,   396.6,relay-bp_5,25ef7ad24748288d4536bd83bb743bcb6490ec6225f3d73e53654713c0adca5c,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0055,""weight"":6}",
       537,        61,         0,   419.6,relay-bp_5,498f1157bebdad84b75c388844a53c6d2d7e7aa249779c6487a7ae8f4105aad2,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.005,""weight"":6}",
       178,        81,         0,   757.4,relay-bp_5,d1f1c3920d73f9b1477ff28681db391547401400b2fd174aee0a0d4827b7f3f9,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.008,""weight"":6}",
       255,        71,         0,   523.9,relay-bp_5,1e9835a3fed9db12864098adc6062f0a032f57ac9a35ec2d597c4e580d466857,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.007,""weight"":6}",
       277,        69,         0,   545.3,relay-bp_5,d0e76e1600e5a6dbd7b5e69d49381f56c7884fb5d39d4901c8fe7ee4ae05b20c,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0065,""weight"":6}",
       195,        71,         0,   706.2,relay-bp_5,f4c1df8ee06378dbc2b0ee731d32ed63e24394e934f19e4b751f1d82107845b0,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0075,""weight"":6}",
       146,        73,         0,   710.2,beam32_340iters,8298815a76250f10174873ff9fb4f7312bf35fa6ad270e1f8942f669fcdfa59d,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0075,""weight"":6}",
       613,        60,         0,   682.0,beam32_340iters,9cc27d99a766006da84670875e07481d3946b0544c368508b367f4a7b99a820e,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0045,""weight"":6}",
       177,        73,         0,   651.0,beam32_340iters,523e16ef74fe5e2586a3c99ad9bdfccb3dd813ea5a43ecedbe0e98a79d974548,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0065,""weight"":6}",
       257,        63,         0,   577.4,beam32_340iters,83b4c8dc7b0d2d6b6d2252b6b6538ede7da76dececf78ae27af1f22825563f00,"{""Code Name"":""[48,8,6]_(384,512,53)"",""NumberofCycle"":6,""basis"":""X"",""p"":0.0055,""weight"":6}",
